|     name |                                        realimg | flt |            obstime | camera |    exptime | bitpix |   NX |   NY | flt2int | fixbad | rmCR |               fwhm |                bkg | airmass | nstar | template |   x |   y | instmag | instmagerr | relmag | relmagerr | magzpt | magzpterr | calmag | calmagerr | drop |          geotranfac | fwhmconv | convon | xsub | ysub | fitsky | magap1 | magerrap1 | mskyap1 | magap2 | magerrap2 | mskyap2 |  mag1 | magerr1 |  mag2 | magerr2 | magfit1 | magerrfit1 | mskyfit1 | magfit2 | magerrfit2 | mskyfit2 | magdiff |
| 180.fits | SN2022jli_20221201_050057_U_200_NM_32_C003.fts |  up | 2459914.7090153936 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 | 5.6411709645087456 |  654.1548848337134 |     0.0 |    20 |        0 | 0.0 | 0.0 |  20.436 |      0.144 |  99.99 |     99.99 |  99.99 |     99.99 | 17.911 |     0.144 |    0 |  0.9720104289798315 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 154.fits | SN2022jli_20221201_050427_U_200_NM_32_C004.fts |  up |  2459914.711443287 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 |  5.226665657415902 |  649.4737577237777 |     0.0 |    17 |        0 | 0.0 | 0.0 |  20.456 |      0.153 |  99.99 |     99.99 |  99.99 |     99.99 | 17.931 |     0.153 |    0 |  0.9717151747659282 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 100.fits | SN2022jli_20221201_050756_U_200_NM_32_C005.fts |  up |  2459914.713863426 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 |  5.165514052115814 |  642.2640443092162 |     0.0 |    20 |        0 | 0.0 | 0.0 |   20.51 |      0.157 |  99.99 |     99.99 |  99.99 |     99.99 | 17.985 |     0.157 |    0 |  0.9719791484618009 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 135.fits | SN2022jli_20221201_051125_U_200_NM_32_C006.fts |  up |  2459914.716340625 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 |  5.021787992570372 |  638.2593534832866 |     0.0 |    18 |        0 | 0.0 | 0.0 |  20.591 |      0.164 |  99.99 |     99.99 |  99.99 |     99.99 | 18.066 |     0.164 |    0 |  0.9720463489312651 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 102.fits | SN2022jli_20221202_021115_U_200_NM_32_C001.fts |  up | 2459915.5912390044 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |  4.707692076259244 | 1087.4275139523618 |     0.0 |    21 |        0 | 0.0 | 0.0 |  21.023 |      0.213 |  99.99 |     99.99 |  99.99 |     99.99 | 18.498 |     0.213 |    0 |  0.9717692226862786 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 155.fits | SN2022jli_20221202_021450_U_200_NM_32_C002.fts |  up |  2459915.593652662 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |  4.615519964741276 | 1084.7545848448103 |     0.0 |    19 |        0 | 0.0 | 0.0 |  20.741 |      0.156 |  99.99 |     99.99 |  99.99 |     99.99 | 18.216 |     0.156 |    0 |  0.9710599687726341 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 123.fits | SN2022jli_20221202_021819_U_200_NM_32_C003.fts |  up |  2459915.596130903 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |  4.653472581482292 | 1077.3586351599008 |     0.0 |    21 |        0 | 0.0 | 0.0 |  20.638 |      0.151 |  99.99 |     99.99 |  99.99 |     99.99 | 18.113 |     0.151 |    0 |  0.9721150026629876 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 145.fits | SN2022jli_20221202_022154_U_200_NM_32_C004.fts |  up |  2459915.598557523 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |  4.739997710494048 | 1078.8206568369553 |     0.0 |    23 |        0 | 0.0 | 0.0 |  21.192 |       0.21 |  99.99 |     99.99 |  99.99 |     99.99 | 18.667 |      0.21 |    0 |  0.9719707053627956 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 199.fits | SN2022jli_20221202_022524_U_200_NM_32_C005.fts |  up | 2459915.6010413193 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |  3.818200403878701 | 1077.8556554548998 |     0.0 |    32 |        0 | 0.0 | 0.0 |  21.077 |      0.175 |  99.99 |     99.99 |  99.99 |     99.99 | 18.552 |     0.175 |    0 |  0.9715138706795076 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 011.fits | SN2022jli_20221202_022857_U_200_NM_32_C006.fts |  up |  2459915.603451389 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |  3.857286779672606 | 1066.8683407916383 |     0.0 |    27 |        0 | 0.0 | 0.0 |  21.031 |      0.174 |  99.99 |     99.99 |  99.99 |     99.99 | 18.506 |     0.174 |    0 |  0.9715138706795076 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 032.fits | SN2022jli_20221206_014619_U_200_NM_32_C001.fts |  up | 2459919.5739221065 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |               3.67 |            1118.81 |     0.0 |    71 |        0 | 0.0 | 0.0 |  20.793 |      0.162 |  99.99 |     99.99 |  99.99 |     99.99 | 18.268 |     0.162 |    0 |  0.9721304566175886 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 067.fits | SN2022jli_20221206_014954_U_200_NM_32_C002.fts |  up | 2459919.5763350693 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |               3.67 |            1112.89 |     0.0 |   115 |        0 | 0.0 | 0.0 |   21.07 |       0.19 |  99.99 |     99.99 |  99.99 |     99.99 | 18.545 |      0.19 |    0 |  0.9726413136412657 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 086.fits | SN2022jli_20221206_015323_U_200_NM_32_C003.fts |  up | 2459919.5787537037 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |               3.47 |             1110.0 |     0.0 |   237 |        0 | 0.0 | 0.0 |  20.903 |      0.149 |  99.99 |     99.99 |  99.99 |     99.99 | 18.378 |     0.149 |    0 |  0.9724710124527773 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 149.fits | SN2022jli_20221206_015652_U_200_NM_32_C004.fts |  up | 2459919.5811697915 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |               3.48 |            1110.61 |     0.0 |   217 |        0 | 0.0 | 0.0 |   21.24 |      0.211 |  99.99 |     99.99 |  99.99 |     99.99 | 18.715 |     0.211 |    0 |               0.972 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 115.fits | SN2022jli_20221206_020021_U_200_NM_32_C005.fts |  up | 2459919.5835975693 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |               3.47 |            1118.96 |     0.0 |   241 |        0 | 0.0 | 0.0 |  21.202 |      0.185 |  99.99 |     99.99 |  99.99 |     99.99 | 18.677 |     0.185 |    0 |  0.9724710124527773 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 107.fits | SN2022jli_20221206_020350_U_200_NM_32_C006.fts |  up |  2459919.586015741 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |               3.53 |            1134.56 |     0.0 |    97 |        0 | 0.0 | 0.0 |   21.14 |       0.18 |  99.99 |     99.99 |  99.99 |     99.99 | 18.615 |      0.18 |    0 |  0.9730550650528227 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
