###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59876.884790  16.225  0.015  1175   18 o  0   2.30   8.69039  -8.38667  6081.19  3261.30 2.43 2.13 -50.7 -0.411 19.39 20.76 03a59877o0318o
59876.890254  16.188  0.016  1216   20 o  0   1.54   8.69039  -8.38667  6023.29  3183.61 2.37 2.15 -50.1 -0.429 19.41 20.79 03a59877o0330o
59876.925219  16.270  0.033  1127   37 o  0   1.30   8.69039  -8.38667  5992.66  3301.42 2.29 2.02 -53.0 -0.418 18.37 19.65 03a59877o0406o
59878.365872  16.290  0.019  1107   21 o  0   1.33   8.69039  -8.38667  4126.90  3391.33 3.14 2.63   3.5 -0.363 19.27 20.59 01a59878o0387o
59878.369108  16.289  0.019  1108   21 o  0   1.49   8.69039  -8.38667  4146.30  3429.84 3.39 2.90   3.6 -0.361 19.19 20.59 01a59878o0394o
59878.374653  16.301  0.018  1095   20 o  0   1.22   8.69039  -8.38667  4089.94  3353.05 2.97 2.63  14.5 -0.381 19.28 20.57 01a59878o0406o
59878.387265  16.264  0.019  1134   21 o  0   1.11   8.69039  -8.38667  4073.14  3470.31 2.98 2.63  10.8 -0.377 19.31 20.60 01a59878o0433o
59879.130473  16.374  0.017  1024   18 c  0   1.58   8.69039  -8.38667  6332.17  7109.39 2.25 2.05 -30.9 -0.396 19.62 21.49 04a59879o0311c
59879.163823  16.429  0.017   974   16 c  0   3.06   8.69039  -8.38667  6368.70  7117.18 2.30 2.05 -32.2 -0.401 19.65 21.57 04a59879o0384c
59879.166979  16.407  0.016   993   16 c  0   2.28   8.69039  -8.38667  6311.80  7037.54 2.34 2.10 -36.5 -0.394 19.65 21.57 04a59879o0391c
59879.172384  16.413  0.016   988   16 c  0   3.64   8.69039  -8.38667  6293.57  7149.01 2.40 2.08 -49.5 -0.395 19.64 21.56 04a59879o0403c
59880.425995  16.408  0.017   992   17 c  0   1.36   8.69039  -8.38667  6079.31  1459.10 2.48 2.33 -81.8 -0.406 19.52 21.22 02a59880o0241c
59880.429608  16.453  0.017   953   17 c  0   1.72   8.69039  -8.38667  6060.52  1420.22 2.52 2.35 -83.4 -0.399 19.49 21.20 02a59880o0249c
59880.435934  16.448  0.019   957   18 c  0   1.23   8.69039  -8.38667  6118.21  1499.40 2.63 2.46 -77.6 -0.399 19.44 21.17 02a59880o0263c
59880.460519  16.494  0.020   917   18 c  0   1.60   8.69039  -8.38667  6142.16  1384.34 2.55 2.39 -79.3 -0.399 19.42 21.12 02a59880o0278c
59880.747398  16.322  0.024  1075   26 o  0   0.89   8.69039  -8.38667  9307.83  5077.38 2.50 2.04 -59.7 -0.384 18.93 19.71 03a59881o0012o
59880.749650  16.333  0.023  1063   24 o  0   1.15   8.69039  -8.38667  9289.82  5038.05 2.57 2.12 -58.7 -0.374 19.12 20.17 03a59881o0017o
59880.750101  16.345  0.019  1052   20 o  0   2.22   8.69039  -8.38667  9346.25  5116.22 2.58 2.12 -60.3 -0.372 19.14 20.22 03a59881o0018o
59880.750551  16.347  0.019  1050   20 o  0   2.46   8.69039  -8.38667  9368.54  5000.45 2.61 2.13 -62.2 -0.377 19.13 20.25 03a59881o0019o
59880.751002  16.228  0.020  1172   24 o  0   1.50   8.69039  -8.38667  9328.26  5057.81 2.62 2.13 -63.5 -0.480 19.18 20.28 03a59881o0020o
59880.751903  16.327  0.021  1070   22 o  0   1.80   8.69039  -8.38667  4179.23  1471.94 2.41 2.23 -53.6 -0.396 19.15 20.34 03a59881o0022o
59880.753708  16.308  0.019  1088   21 o  0   1.94   8.69039  -8.38667  4160.82  1432.24 2.38 2.19 -54.4 -0.400 19.20 20.41 03a59881o0026o
59880.756871  16.360  0.018  1038   19 o  0   1.89   8.69039  -8.38667  4217.04  1510.95 2.45 2.24 -69.2 -0.399 19.21 20.52 03a59881o0033o
59880.762277  16.308  0.024  1088   26 o  0   1.45   8.69039  -8.38667  4238.47  1394.02 2.33 2.15 -61.2 -0.403 18.91 20.06 03a59881o0045o
59882.364100  16.323  0.019  1073   20 o  0   1.32   8.69039  -8.38667 10193.07  6972.27 2.66 2.42 -54.7 -0.438 19.56 20.78 01a59882o0343o
59882.367333  16.299  0.018  1097   20 o  0   1.38   8.69039  -8.38667 10214.03  7012.21 2.57 2.32 -53.0 -0.444 19.60 20.78 01a59882o0350o
59882.373338  16.279  0.018  1118   20 o  0   1.43   8.69039  -8.38667 10155.92  6934.30 2.67 2.41 -56.3 -0.444 19.55 20.80 01a59882o0363o
59882.383976  16.305  0.016  1091   18 o  0   2.24   8.69039  -8.38667 10137.58  7052.19 2.57 2.35 -56.6 -0.443 19.58 20.81 01a59882o0386o
59883.121857  16.189  0.021  1214   25 o  0   1.89   8.69039  -8.38667 10024.33  3049.23 3.28 2.10 -20.7 -0.368 19.27 20.60 04a59883o0294o
59883.125013  15.962  0.020  1497   30 o  0   2.53   8.69039  -8.38667 10045.03  3085.96 3.24 2.05 -22.8 -0.372 19.33 20.63 04a59883o0301o
59883.130423  16.106  0.020  1311   26 o  0   2.75   8.69039  -8.38667  9988.86  3003.59 3.23 2.07 -21.5 -0.379 19.32 20.67 04a59883o0313o
59883.140799  15.922  0.019  1553   30 o  0   3.15   8.69039  -8.38667  9972.66  3111.70 3.10 2.01 -21.9 -0.405 19.30 20.60 04a59883o0336o
59884.377618  16.256  0.018  1142   20 o  0   2.92   8.69039  -8.38667  6528.59  9216.45 2.30 2.02  44.1 -0.435 19.31 20.23 02a59884o0404o
59884.380784  16.250  0.020  1148   23 o  0   1.40   8.69039  -8.38667  6509.82  9180.00 2.28 2.01  47.5 -0.439 19.35 20.23 02a59884o0411o
59884.386207  16.230  0.020  1170   23 o  0   1.29   8.69039  -8.38667  6569.25  9260.84 2.27 2.06  49.8 -0.440 19.33 20.24 02a59884o0423o
59884.396824  16.243  0.018  1155   20 o  0   2.18   8.69039  -8.38667  6588.79  9142.32 2.28 2.01  45.8 -0.436 19.37 20.30 02a59884o0446o
59884.416399  16.278  0.018  1118   20 o  0   1.93   8.69039  -8.38667  6555.81  9203.43 2.36 2.08  47.8 -0.432 19.42 20.45 02a59884o0489o
59884.857146  16.260  0.023  1138   26 o  0   1.18   8.69039  -8.38667  6259.30  9023.46 2.76 2.31 -42.2 -0.385 18.95 19.79 03a59885o0245o
59886.348154  16.276  0.022  1121   25 o  0   1.43   8.69039  -8.38667 10192.46  6969.84 2.73 2.24 -52.1 -0.458 18.91 19.31 01a59886o0203o
59886.350924  16.354  0.025  1044   26 o  0   1.63   8.69039  -8.38667 10213.54  7009.27 2.74 2.24 -53.7 -0.453 18.97 19.34 01a59886o0209o
59886.371179  16.284  0.023  1113   26 o  0   1.73   8.69039  -8.38667 10155.83  6932.07 2.61 2.24 -55.0 -0.465 19.00 19.40 01a59886o0251o
59886.384654  16.325  0.030  1072   32 o  0   0.91   8.69039  -8.38667 10138.00  7050.97 2.78 2.42 -57.9 -0.454 18.86 19.31 01a59886o0280o
59891.169306  16.312  0.072  1084   78 o  0   2.63   8.69039  -8.38667 10293.50  8906.83 2.80 2.40   3.6 -0.390 17.64 17.24 04a59891o0333o
59892.427513  16.518  0.033   897   30 o  0   1.53   8.69039  -8.38667  8694.97  5730.06 2.55 2.21  33.6 -0.401 18.59 18.92 02a59892o0399o
59892.430682  16.536  0.035   883   31 o  0   1.65   8.69039  -8.38667  8675.49  5691.42 2.82 2.56  30.6 -0.399 18.43 18.90 02a59892o0406o
59892.451228  16.453  0.032   953   31 o  0   1.35   8.69039  -8.38667  8735.78  5769.00 2.53 2.31  34.1 -0.408 18.47 18.77 02a59892o0451o
59892.457562  16.481  0.039   928   36 o  0   1.36   8.69039  -8.38667  8756.89  5652.44 2.59 2.41  31.5 -0.409 18.42 18.74 02a59892o0465o
59892.940974  16.598  0.044   834   36 o  0   0.95   8.69039  -8.38667  8047.67  5116.72 2.81 2.39 -54.4 -0.386 18.40 18.94 03a59893o0429o
59892.958998  16.452  0.039   953   37 o  0   1.04   8.69039  -8.38667  8066.29  5151.29 2.77 2.46 -49.8 -0.403 18.37 18.90 03a59893o0468o
59892.963693  16.534  0.036   884   32 o  0   1.38   8.69039  -8.38667  8011.08  5072.08 2.81 2.45 -53.9 -0.394 18.31 18.86 03a59893o0477o
59892.973398  16.508  0.040   905   36 o  0   1.40   8.69039  -8.38667  7991.86  5185.03 2.86 2.47 -49.8 -0.385 18.29 18.77 03a59893o0497o
59894.314597  16.524  0.021   892   19 o  0   3.04   8.69039  -8.38667  9869.72  1128.99 2.51 2.08 -55.4 -0.428 19.22 19.90 01a59894o0288o
59894.317828  16.510  0.026   904   23 o  0   1.67   8.69039  -8.38667  9889.58  1168.57 2.49 2.09 -54.5 -0.428 19.22 19.90 01a59894o0295o
59894.324315  16.525  0.025   891   23 o  0   1.66   8.69039  -8.38667  9831.92  1090.16 2.54 2.16 -53.3 -0.419 19.14 19.88 01a59894o0309o
59894.335409  16.513  0.026   901   23 o  0   1.48   8.69039  -8.38667  9812.84  1209.66 2.65 2.24 -54.2 -0.415 19.16 19.89 01a59894o0333o
59896.407085  16.410  0.024   991   24 o  0   1.29   8.69039  -8.38667  8702.42  5727.72 2.39 2.19  39.8 -0.419 19.11 19.93 02a59896o0311o
59896.434003  16.115  0.017  1300   22 o  0  10.09   8.69039  -8.38667  8686.64  5690.32 2.50 2.24  33.6 -0.409 18.97 19.76 02a59896o0325o
59896.435828  16.451  0.029   954   27 o  0   1.15   8.69039  -8.38667  8744.39  5767.27 2.57 2.35  32.5 -0.403 18.96 19.74 02a59896o0329o
59896.438997  16.432  0.025   971   24 o  0   1.51   8.69039  -8.38667  8764.96  5650.87 2.46 2.26  35.1 -0.404 18.97 19.71 02a59896o0336o
59896.842552  16.554  0.022   868   19 c  0   1.32   8.69039  -8.38667  8115.34  7049.91 2.74 2.36 -55.2 -0.388 19.67 21.59 03a59897o0204c
59896.845271  16.589  0.021   840   17 c  0   1.92   8.69039  -8.38667  8132.26  7089.15 2.89 2.45 -56.8 -0.386 19.61 21.60 03a59897o0210c
59896.851153  16.558  0.019   864   17 c  0   1.65   8.69039  -8.38667  8073.58  7010.92 2.94 2.41 -56.1 -0.385 19.61 21.62 03a59897o0223c
59896.861085  16.567  0.019   857   16 c  0   2.12   8.69039  -8.38667  8048.29  7127.73 2.69 2.28 -55.8 -0.391 19.70 21.64 03a59897o0245c
59898.341968  16.632  0.020   808   16 c  0   1.59   8.69039  -8.38667  7907.25  1237.14 3.01 2.91  29.5 -0.384 19.66 21.48 01a59898o0345c
59898.353142  16.629  0.019   810   15 c  0   1.86   8.69039  -8.38667  7929.45  1279.17 2.96 2.91  45.1 -0.392 19.63 21.43 01a59898o0369c
59898.357776  16.608  0.020   826   17 c  0   1.29   8.69039  -8.38667  7871.88  1202.32 2.93 2.87  33.6 -0.393 19.64 21.46 01a59898o0379c
59898.368979  16.607  0.020   826   16 c  0   1.62   8.69039  -8.38667  7853.75  1320.88 2.83 2.75  65.5 -0.407 19.65 21.40 01a59898o0403c
59899.101742  16.511  0.019   903   17 o  0   1.80   8.69039  -8.38667  4299.19  5249.09 2.02 1.84 -67.3 -0.410 19.48 20.90 04a59899o0223o
59899.104530  16.551  0.019   870   16 o  0   2.21   8.69039  -8.38667  4319.49  5285.28 2.08 1.92 -63.4 -0.408 19.41 20.90 04a59899o0229o
59899.110872  16.526  0.021   890   19 o  0   2.11   8.69039  -8.38667  4264.20  5202.23 1.94 1.81 -61.2 -0.409 19.46 20.89 04a59899o0243o
59899.125754  16.501  0.016   911   15 o  0   3.52   8.69039  -8.38667  4249.27  5307.03 2.01 1.86 -57.5 -0.400 19.44 20.85 04a59899o0276o
59900.392611  16.569  0.024   856   20 o  0   1.67   8.69039  -8.38667  8800.23  7667.67 2.42 2.11  37.6 -0.426 19.37 20.43 02a59900o0313o
59900.460745  16.558  0.026   865   23 o  0   1.93   8.69039  -8.38667  8835.97  7708.18 2.72 2.41  32.3 -0.401 19.02 20.09 02a59900o0335o
59900.486588  16.551  0.035   870   31 o  0   0.99   8.69039  -8.38667  8854.49  7592.58 2.98 2.45  27.6 -0.376 18.75 19.74 02a59900o0340o
59900.832196  16.625  0.021   813   17 c  0   2.49   8.69039  -8.38667  8111.75  7050.59 2.67 2.20 -56.8 -0.390 19.49 21.29 03a59901o0173c
59900.835356  16.675  0.025   776   19 c  0   1.69   8.69039  -8.38667  8128.32  7090.26 2.67 2.20 -53.3 -0.392 19.39 21.18 03a59901o0180c
59900.842590  16.597  0.026   834   22 c  0   0.92   8.69039  -8.38667  8068.67  7012.87 2.62 2.20 -54.5 -0.393 19.30 21.09 03a59901o0196c
59900.852613  16.668  0.026   781   20 c  0   1.36   8.69039  -8.38667  8043.91  7129.19 2.65 2.25 -57.8 -0.393 19.28 21.07 03a59901o0218c
59902.378328  16.752  0.022   723   16 c  0   1.69   8.69039  -8.38667  7914.08  1243.78 2.92 2.80  72.6 -0.394 19.59 21.30 01a59902o0419c
59902.404860  16.700  0.021   758   16 c  0   1.61   8.69039  -8.38667  7936.10  1288.57 2.88 2.80  87.7 -0.407 19.54 21.23 01a59902o0474c
59902.418406  16.717  0.022   747   17 c  0   1.46   8.69039  -8.38667  7879.78  1214.77 3.27 3.07  52.1 -0.327 19.39 21.19 01a59902o0502c
59903.087645  16.643  0.020   799   16 o  0   2.88   8.69039  -8.38667  4300.33  5252.99 2.17 2.05 -45.0 -0.400 19.26 20.71 04a59903o0187o
59903.090799  16.609  0.023   825   19 o  0   1.78   8.69039  -8.38667  4321.44  5287.90 2.15 2.05 -57.3 -0.403 19.27 20.71 04a59903o0194o
59903.098042  16.580  0.020   848   17 o  0   2.36   8.69039  -8.38667  4266.69  5203.56 2.24 2.08 -63.5 -0.400 19.22 20.71 04a59903o0210o
59903.107963  16.612  0.023   822   19 o  0   1.77   8.69039  -8.38667  4249.01  5312.87 2.14 2.00 -73.4 -0.400 19.31 20.69 04a59903o0232o
59904.815408  16.787  0.044   700   31 c  0   1.13   8.69039  -8.38667  6184.45  7094.41 2.65 2.32 -53.3 -0.386 18.65 20.51 03a59905o0131c
59904.819461  16.873  0.033   647   21 c  0   1.45   8.69039  -8.38667  6200.86  7134.30 2.66 2.27 -55.0 -0.385 19.07 20.93 03a59905o0140c
59904.826287  16.786  0.039   701   28 c  0   1.20   8.69039  -8.38667  6140.97  7056.05 2.73 2.38 -55.5 -0.379 19.33 21.26 03a59905o0155c
59906.301625  16.865  0.023   652   15 c  0   1.48   8.69039  -8.38667  6061.94  3285.99 3.04 2.92  29.4 -0.324 19.67 21.55 01a59906o0258c
59906.304400  16.900  0.023   631   15 c  0   1.45   8.69039  -8.38667  6081.76  3324.55 3.18 3.07  27.0 -0.327 19.56 21.53 01a59906o0264c
59906.314222  16.901  0.021   630   14 c  0   1.96   8.69039  -8.38667  6025.48  3247.63 3.09 2.94  38.5 -0.322 19.64 21.53 01a59906o0285c
59906.324517  16.800  0.022   692   15 c  0   1.29   8.69039  -8.38667  6007.28  3365.32 3.11 2.92  44.3 -0.321 19.65 21.53 01a59906o0307c
59907.071166  16.618  0.024   818   20 o  0   2.25   8.69039  -8.38667  4513.70  9128.90 2.78 2.30 -73.3 -0.373 19.23 20.60 04a59907o0145o
59907.074790  16.724  0.030   742   22 o  0   2.42   8.69039  -8.38667  4534.44  9163.53 2.79 2.23 -75.5 -0.377 18.94 20.23 04a59907o0153o
59907.082011  16.764  0.045   715   32 o  0   1.66   8.69039  -8.38667  4478.45  9079.94 2.73 2.14 -71.6 -0.395 18.41 19.71 04a59907o0169o
59907.091932  16.992  0.401   580  233 o  0   0.71   8.69039  -8.38667  4463.85  9189.17 2.71 2.16 -73.5 -0.383 18.02 19.34 04a59907o0191o
59908.302476  16.563  0.023   860   20 o  0   1.20   8.69039  -8.38667  8604.99  3782.46 2.54 2.18 -65.3 -0.420 19.33 20.60 02a59908o0265o
59908.305641  16.547  0.025   873   21 o  0   1.18   8.69039  -8.38667  8586.03  3743.89 2.64 2.29 -66.5 -0.407 19.31 20.60 02a59908o0272o
59908.311975  16.502  0.020   911   19 o  0   1.96   8.69039  -8.38667  8645.01  3823.03 2.74 2.36 -66.2 -0.411 19.28 20.63 02a59908o0286o
59908.321773  16.574  0.022   852   19 o  0   1.72   8.69039  -8.38667  8664.23  3705.63 2.72 2.32 -67.8 -0.407 19.29 20.66 02a59908o0307o
59909.138171  16.614  0.025   821   20 o  0   1.13   8.69039  -8.38667  1252.55  5481.01 2.39 1.98  74.5 -0.398 19.30 20.59 04a59909o0279o
59909.173581  16.602  0.024   830   20 o  0   1.44   8.69039  -8.38667  1271.31  5517.90 2.34 1.98  80.0 -0.387 19.24 20.51 04a59909o0351o
59909.174031  16.589  0.023   840   20 o  0   2.47   8.69039  -8.38667  1212.85  5440.82 2.33 1.96  79.7 -0.390 19.26 20.50 04a59909o0352o
59909.174481  16.628  0.023   811   18 o  0   1.36   8.69039  -8.38667  1193.04  5557.06 2.28 1.92  82.7 -0.399 19.26 20.50 04a59909o0353o
59909.174931  16.615  0.023   820   19 o  0   1.76   8.69039  -8.38667  1231.93  5498.77 2.28 1.96  78.8 -0.397 19.21 20.47 04a59909o0354o
59911.065400  16.664  0.028   784   22 o  0   1.43   8.69039  -8.38667  4516.94  9120.53 2.86 2.51 -75.9 -0.383 19.17 20.69 04a59911o0127o
59911.068552  16.650  0.028   794   22 o  0   1.77   8.69039  -8.38667  4537.07  9158.09 2.90 2.51 -75.5 -0.380 19.18 20.69 04a59911o0134o
59911.075766  16.596  0.033   835   27 o  0   1.48   8.69039  -8.38667  4481.61  9074.69 3.08 2.67 -79.1 -0.356 18.32 19.88 04a59911o0150o
59911.085733  16.714  0.026   749   20 o  0   2.25   8.69039  -8.38667  4465.65  9183.71 3.05 2.44 -74.1 -0.371 19.17 20.60 04a59911o0172o
59912.792463  16.697  0.031   760   23 o  0   1.43   8.69039  -8.38667  9945.00  3142.32 2.66 2.08 -65.1 -0.372 19.00 19.85 03a59913o0074o
59912.796532  16.673  0.032   778   25 o  0   1.13   8.69039  -8.38667  9961.34  3182.11 2.65 2.12 -63.6 -0.367 18.99 19.89 03a59913o0083o
59912.801944  16.671  0.032   779   25 o  0   1.25   8.69039  -8.38667  9902.81  3104.29 2.73 2.26 -64.1 -0.379 18.96 19.91 03a59913o0095o
59912.811962  16.684  0.026   770   20 o  0   1.64   8.69039  -8.38667  9875.54  3221.28 2.60 2.09 -65.1 -0.373 19.00 19.90 03a59913o0117o
59919.095976  16.794  0.044   696   31 o  0   1.32   8.69039  -8.38667  4080.14  1341.39 2.29 2.18  20.9 -0.426 18.47 18.92 04a59919o0181o
59919.099584  16.848  0.048   662   32 o  0   1.04   8.69039  -8.38667  4099.42  1378.38 2.21 2.10  15.9 -0.437 18.49 18.91 04a59919o0189o
59919.105526  16.843  0.054   665   36 o  0   0.96   8.69039  -8.38667  4041.05  1297.54 2.25 2.15  14.1 -0.433 18.46 18.91 04a59919o0202o
59919.118147  16.844  0.046   664   30 o  0   1.47   8.69039  -8.38667  4021.18  1410.25 2.10 1.99 -14.6 -0.393 18.52 18.86 04a59919o0230o
59920.813408  16.724  0.044   742   32 o  0   1.51   8.69039  -8.38667 10108.51  8974.59 3.00 2.28 -55.2 -0.445 18.65 19.13 03a59921o0109o
59920.817014  16.663  0.044   785   35 o  0   1.49   8.69039  -8.38667 10126.50  9014.40 2.92 2.16 -55.5 -0.457 18.66 19.11 03a59921o0117o
59920.824249  16.681  0.045   772   35 o  0   1.26   8.69039  -8.38667 10068.85  8934.04 2.88 2.12 -56.5 -0.444 18.68 19.06 03a59921o0133o
59920.840956  16.668  0.040   781   32 o  0   1.74   8.69039  -8.38667 10046.43  9049.98 2.99 2.17 -55.0 -0.448 18.61 18.97 03a59921o0170o
59923.067562  16.810  0.109   686   75 o  0   0.47   8.69039  -8.38667  1914.87  4844.16 2.54 2.26  78.5 -0.408 19.00 20.26 04a59923o0115o
59923.071170  16.751  0.035   724   25 o  0   1.16   8.69039  -8.38667  1934.59  4880.41 2.47 2.17  76.8 -0.416 18.99 20.11 04a59923o0123o
59923.077032  16.770  0.029   711   21 o  0   1.40   8.69039  -8.38667  1877.57  4799.73 2.50 2.23  78.4 -0.404 18.92 19.99 04a59923o0136o
59923.090631  16.725  0.133   741   98 o  0   0.30   8.69039  -8.38667  1859.64  4909.38 2.56 2.25  83.8 -0.394 18.77 19.82 04a59923o0166o
59927.065327  16.989  0.025   581   15 c  0   2.27   8.69039  -8.38667  1911.96  4839.41 2.57 2.23  61.5 -0.385 19.49 21.55 04a59927o0106c
59927.068930  17.031  0.028   559   16 c  0   1.53   8.69039  -8.38667  1931.63  4875.94 2.60 2.34  74.5 -0.386 19.47 21.55 04a59927o0114c
59927.074040  17.037  0.029   556   16 c  0   1.66   8.69039  -8.38667  1874.24  4796.33 2.64 2.36  67.1 -0.378 19.44 21.53 04a59927o0125c
59927.086043  16.977  0.139   588   82 c  0   0.30   8.69039  -8.38667  1855.51  4908.38 2.64 2.31  62.7 -0.386 19.46 21.51 04a59927o0151c
59928.270115  17.016  0.026   567   15 c  0   2.24   8.69039  -8.38667  4371.32  5436.49 2.44 2.33  42.1 -0.422 19.52 21.20 02a59928o0185c
59928.274190  16.991  0.029   580   17 c  0   1.56   8.69039  -8.38667  4352.33  5397.81 2.43 2.31  42.6 -0.426 19.52 21.20 02a59928o0194c
59928.287455  17.047  0.029   551   16 c  0   1.78   8.69039  -8.38667  4408.89  5473.00 2.42 2.30  57.0 -0.419 19.55 21.18 02a59928o0223c
59928.294724  17.058  0.028   546   15 c  0   2.02   8.69039  -8.38667  4429.26  5357.35 2.42 2.29  56.7 -0.416 19.55 21.15 02a59928o0239c
59931.037635  17.112  0.039   519   20 c  0   1.37   8.69039  -8.38667  1812.08  2916.18 3.04 2.54  54.3 -0.374 19.01 20.55 04a59931o0041c
59931.040795  17.108  0.038   521   20 c  0   1.42   8.69039  -8.38667  1832.90  2952.69 3.08 2.53  53.0 -0.371 19.15 20.95 04a59931o0048c
59931.046202  17.072  0.037   538   20 c  0   1.40   8.69039  -8.38667  1775.90  2870.28 3.36 2.65  43.3 -0.366 19.24 21.36 04a59931o0060c
59931.061104  17.016  0.027   567   16 c  0   2.55   8.69039  -8.38667  1758.57  2975.80 3.04 2.50  48.4 -0.372 19.37 21.51 04a59931o0093c
59944.785365  17.049  0.137   550   75 o  0   1.10   8.69039  -8.38667  7857.06  7439.21 2.87 2.30 -56.9 -0.373 17.44 17.06 03a59945o0027o
59944.788150  17.200  0.117   479   56 o  0   1.15   8.69039  -8.38667  7877.16  7471.05 2.79 2.24 -56.5 -0.389 17.81 17.58 03a59945o0033o
59944.797359  16.975  0.055   589   32 o  0   1.41   8.69039  -8.38667  7820.45  7366.64 2.67 2.24 -57.7 -0.391 18.41 18.66 03a59945o0050o
59947.036052  16.976  0.146   588   86 o  0   1.29   8.69039  -8.38667  1711.63   938.12 3.14 2.35  47.3 -0.423 17.32 17.32 04a59947o0028o
59947.062778  16.941  0.061   607   37 o  0   1.07   8.69039  -8.38667  1666.78   894.61 2.98 2.22  42.2 -0.421 18.43 19.03 04a59947o0057o
59948.836037  16.960  0.056   597   34 o  0   1.26   8.69039  -8.38667  7900.48  7294.56 2.83 2.45 -54.4 -0.384 18.33 18.89 03a59949o0137o
59948.840179  16.998  0.059   576   34 o  0   0.97   8.69039  -8.38667  7921.84  7323.96 2.78 2.39 -51.0 -0.388 18.34 18.86 03a59949o0146o
59948.846077  17.058  0.082   546   45 o  0   0.72   8.69039  -8.38667  7870.79  7232.68 3.17 2.63 -49.1 -0.372 18.21 18.81 03a59949o0159o
59948.868902  16.985  0.076   583   44 o  0   0.98   8.69039  -8.38667  7866.92  7300.68 2.74 2.43 -45.8 -0.383 18.03 18.40 03a59949o0209o
59951.070641  16.746  0.411   727  299 o  0   1.25   8.69039  -8.38667  1704.03   934.23 2.40 2.10  47.9 -0.425 16.27 16.25 04a59951o0104o
59951.088695  15.262  0.436  2853 1244 o  0   1.45   8.69039  -8.38667  1714.94   975.31 2.24 2.13  55.8 -0.450 14.08 13.81 04a59951o0144o
59951.092297  17.467  1.607   374  601 o  0   1.27   8.69039  -8.38667  1653.83   898.33 2.98 2.16  45.0 -0.426 14.75 14.85 04a59951o0152o
59951.099976  18.665  8.015   124  996 o  0   1.03   8.69039  -8.38667  1629.96  1017.12 2.99 2.16  42.4 -0.432 15.17 15.10 04a59951o0169o
59960.209430  17.035  0.041   557   23 o  0   2.08   8.69039  -8.38667  8538.22  1848.25 1.94 1.85 -57.5 -0.461 18.78 19.18 02a59960o0031o
59960.212593  16.956  0.037   599   22 o  0   0.82   8.69039  -8.38667  8519.96  1810.96 1.97 1.81 -58.3 -0.451 19.10 19.75 02a59960o0038o
59960.237098  17.011  0.030   570   17 o  0   2.40   8.69039  -8.38667  8603.38  1773.24 2.03 1.76 -57.8 -0.468 19.36 20.37 02a59960o0092o
59963.806228  17.009  0.062   571   36 c  0   1.19   8.69039  -8.38667  5048.96  5889.13 2.62 2.42 -29.7 -0.364 18.46 20.78 03a59964o0078c
59964.209360  16.971  0.051   591   30 o  0   1.36   8.69039  -8.38667  8344.43  5685.97 2.45 2.09  37.1 -0.415 18.46 18.66 02a59964o0024o
